timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,2011-2018,10,9.947489640643393,0.0
1911-1920,1991-2000,8,9.210413256095988,0.0
1911-1920,1971-1980,6,9.665717960560178,0.002
1911-1920,1981-1990,7,10.255796672151488,0.005
1921-1930,2011-2018,9,9.964503581780006,0.006
1901-1910,1911-1920,1,10.769651248614764,0.015
1911-1920,2001-2010,9,8.95419582629379,0.019
1911-1920,1941-1950,3,8.819555751629128,0.029
1921-1930,1971-1980,5,8.8151523974444,0.032
1921-1930,1991-2000,7,8.067544281575033,0.034
1951-1960,2011-2018,6,8.368667990188785,0.035
1931-1940,1991-2000,6,7.790995467615772,0.043
