,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.015,0.122,0.207,0.063,0.107,0.128,0.144,0.291,0.075,0.075,0.103
1911-1920,0.015,0.0,0.418,0.099,0.029,0.117,0.056,0.002,0.005,0.0,0.019,0.0
1921-1930,0.122,0.418,0.0,0.12,0.101,0.541,0.137,0.032,0.05,0.034,0.145,0.006
1931-1940,0.207,0.099,0.12,0.0,0.541,0.17,0.669,0.29,0.423,0.043,0.423,0.31
1941-1950,0.063,0.029,0.101,0.541,0.0,0.258,0.979,0.648,0.699,0.167,0.916,0.331
1951-1960,0.107,0.117,0.541,0.17,0.258,0.0,0.373,0.248,0.26,0.342,0.491,0.035
1961-1970,0.128,0.056,0.137,0.669,0.979,0.373,0.0,0.911,0.882,0.548,0.991,0.581
1971-1980,0.144,0.002,0.032,0.29,0.648,0.248,0.911,0.0,0.996,0.923,0.937,0.683
1981-1990,0.291,0.005,0.05,0.423,0.699,0.26,0.882,0.996,0.0,0.688,0.89,0.713
1991-2000,0.075,0.0,0.034,0.043,0.167,0.342,0.548,0.923,0.688,0.0,0.698,0.422
2001-2010,0.075,0.019,0.145,0.423,0.916,0.491,0.991,0.937,0.89,0.698,0.0,0.617
2011-2018,0.103,0.0,0.006,0.31,0.331,0.035,0.581,0.683,0.713,0.422,0.617,0.0
