,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1971-1980,1981-1990,1991-2000,2011-2018
1911-1920,0.0,1.0,1.0,1.0,1.0,0.635,1.0,1.0,1.0
1921-1930,1.0,0.0,1.0,1.0,1.0,0.339,1.0,0.766,1.0
1931-1940,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1941-1950,1.0,1.0,1.0,0.0,1.0,0.691,0.652,1.0,1.0
1951-1960,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1971-1980,0.635,0.339,1.0,0.691,1.0,0.0,0.329,0.909,0.678
1981-1990,1.0,1.0,1.0,0.652,1.0,0.329,0.0,0.592,0.669
1991-2000,1.0,0.766,1.0,1.0,1.0,0.909,0.592,0.0,1.0
2011-2018,1.0,1.0,1.0,1.0,1.0,0.678,0.669,1.0,0.0
