significant_drift,mean_std_drift,median_std_drift,mean_iqr_drift,median_iqr_drift,mean_kde_peak,median_kde_peak,synset_count
False,329.920363870653,329.9054379578024,510.32901577440765,510.26231013399524,0.0030322399471017446,0.003032523156930499,17
True,330.02335261522154,330.0613450461458,510.57782831670664,510.664094763612,0.0030306686651240095,0.0030300733664434983,62
