timespan_1,timespan_2,distance,drift_magnitude,p_value
1941-1950,2001-2010,6,7.405469181464883,0.001
1911-1920,2001-2010,9,8.686378489272284,0.003
1901-1910,2001-2010,10,10.241186984880265,0.007
1961-1970,2001-2010,4,9.672888731793176,0.008
1951-1960,2001-2010,5,7.904281007716144,0.01
1931-1940,2001-2010,7,8.90569789384851,0.012
1921-1930,2001-2010,8,7.148081255247155,0.014
1961-1970,2011-2018,5,9.124046439579265,0.015
1971-1980,2001-2010,3,9.268016287928631,0.019
1901-1910,2011-2018,11,9.504794042951028,0.019
1991-2000,2001-2010,1,4.86744169022931,0.038
1941-1950,1981-1990,4,7.87465057947278,0.04
1911-1920,1961-1970,5,10.415209366948483,0.044
1911-1920,1981-1990,7,8.47678597886556,0.045
