timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,2011-2018,11,5.576899714738797,0.0
1911-1920,2011-2018,10,5.933394818359196,0.0
1941-1950,2011-2018,7,5.969744467020888,0.0
1921-1930,2011-2018,9,5.590817395817731,0.002
1981-1990,2011-2018,3,5.979986776497539,0.006
1931-1940,2011-2018,8,4.813717740255699,0.006
1901-1910,1991-2000,9,4.684270970852395,0.007
1901-1910,2001-2010,10,4.670769038423726,0.008
1971-1980,2011-2018,4,6.169485003624734,0.013
1911-1920,1991-2000,8,4.039031815014997,0.019
1901-1910,1971-1980,7,4.976400220782399,0.024
2001-2010,2011-2018,1,5.140236275914551,0.028
1961-1970,2011-2018,5,5.973505191397305,0.032
1941-1950,1971-1980,3,4.811011171745425,0.04
1911-1920,2001-2010,9,3.750117614670467,0.043
1911-1920,1971-1980,6,4.195391085082937,0.045
