,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.282,0.107,0.186,0.061,0.174,0.28,0.024,0.099,0.007,0.008,0.0
1911-1920,0.282,0.0,0.278,0.203,0.55,0.102,0.753,0.045,0.587,0.019,0.043,0.0
1921-1930,0.107,0.278,0.0,0.403,0.173,0.606,0.791,0.413,0.676,0.131,0.109,0.002
1931-1940,0.186,0.203,0.403,0.0,0.204,0.642,0.687,0.116,0.278,0.104,0.094,0.006
1941-1950,0.061,0.55,0.173,0.204,0.0,0.099,0.643,0.04,0.503,0.058,0.266,0.0
1951-1960,0.174,0.102,0.606,0.642,0.099,0.0,0.729,0.461,0.418,0.53,0.113,0.2
1961-1970,0.28,0.753,0.791,0.687,0.643,0.729,0.0,0.507,0.848,0.325,0.341,0.032
1971-1980,0.024,0.045,0.413,0.116,0.04,0.461,0.507,0.0,0.404,0.353,0.112,0.013
1981-1990,0.099,0.587,0.676,0.278,0.503,0.418,0.848,0.404,0.0,0.334,0.288,0.006
1991-2000,0.007,0.019,0.131,0.104,0.058,0.53,0.325,0.353,0.334,0.0,0.241,0.094
2001-2010,0.008,0.043,0.109,0.094,0.266,0.113,0.341,0.112,0.288,0.241,0.0,0.028
2011-2018,0.0,0.0,0.002,0.006,0.0,0.2,0.032,0.013,0.006,0.094,0.028,0.0
