,1911-1920,1931-1940,1961-1970,1971-1980,2001-2010
1911-1920,0.0,17.583934408077287,19.966519968511953,19.194291171002167,17.411020519969945
1931-1940,17.583934408077287,0.0,17.527964378876998,16.666801099148316,16.576150297572575
1961-1970,19.966519968511953,17.527964378876998,0.0,19.602905509350816,18.89684261691809
1971-1980,19.194291171002167,16.666801099148316,19.602905509350816,0.0,17.48882000243567
2001-2010,17.411020519969945,16.576150297572575,18.89684261691809,17.48882000243567,0.0
