,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.039,0.347,0.093,0.104,0.061,0.485,0.072,0.053,0.074,0.098,0.007
1911-1920,0.039,0.0,0.367,0.436,0.701,0.306,0.222,0.146,0.119,0.245,0.002,0.018
1921-1930,0.347,0.367,0.0,0.555,0.551,0.665,0.259,0.712,0.457,0.418,0.086,0.23
1931-1940,0.093,0.436,0.555,0.0,0.677,0.361,0.224,0.356,0.543,0.326,0.027,0.208
1941-1950,0.104,0.701,0.551,0.677,0.0,0.361,0.235,0.406,0.454,0.491,0.02,0.115
1951-1960,0.061,0.306,0.665,0.361,0.361,0.0,0.174,0.594,0.312,0.637,0.257,0.266
1961-1970,0.485,0.222,0.259,0.224,0.235,0.174,0.0,0.132,0.072,0.452,0.135,0.027
1971-1980,0.072,0.146,0.712,0.356,0.406,0.594,0.132,0.0,0.84,0.609,0.059,0.399
1981-1990,0.053,0.119,0.457,0.543,0.454,0.312,0.072,0.84,0.0,0.475,0.039,0.354
1991-2000,0.074,0.245,0.418,0.326,0.491,0.637,0.452,0.609,0.475,0.0,0.22,0.332
2001-2010,0.098,0.002,0.086,0.027,0.02,0.257,0.135,0.059,0.039,0.22,0.0,0.112
2011-2018,0.007,0.018,0.23,0.208,0.115,0.266,0.027,0.399,0.354,0.332,0.112,0.0
