,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.515,0.86,0.189,0.982,0.781,0.086,0.264,0.457,0.059,0.175,0.092
1911-1920,0.515,0.0,0.954,0.005,0.239,0.08,0.006,0.056,0.026,0.001,0.061,0.006
1921-1930,0.86,0.954,0.0,0.025,0.733,0.242,0.012,0.114,0.077,0.009,0.218,0.024
1931-1940,0.189,0.005,0.025,0.0,0.266,0.44,0.731,0.402,0.502,0.517,0.069,0.132
1941-1950,0.982,0.239,0.733,0.266,0.0,0.715,0.277,0.298,0.522,0.066,0.227,0.066
1951-1960,0.781,0.08,0.242,0.44,0.715,0.0,0.673,0.521,0.47,0.223,0.112,0.271
1961-1970,0.086,0.006,0.012,0.731,0.277,0.673,0.0,0.537,0.574,0.788,0.055,0.198
1971-1980,0.264,0.056,0.114,0.402,0.298,0.521,0.537,0.0,0.793,0.3,0.374,0.327
1981-1990,0.457,0.026,0.077,0.502,0.522,0.47,0.574,0.793,0.0,0.448,0.497,0.181
1991-2000,0.059,0.001,0.009,0.517,0.066,0.223,0.788,0.3,0.448,0.0,0.048,0.219
2001-2010,0.175,0.061,0.218,0.069,0.227,0.112,0.055,0.374,0.497,0.048,0.0,0.228
2011-2018,0.092,0.006,0.024,0.132,0.066,0.271,0.198,0.327,0.181,0.219,0.228,0.0
