timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1991-2000,9,4.272626119180243,0.0
1911-1920,1991-2000,8,3.9824267966151887,0.0
1911-1920,2011-2018,10,4.819862469709283,0.0
1901-1910,2001-2010,10,4.066814463985997,0.001
1911-1920,2001-2010,9,3.8457650437544744,0.001
1901-1910,2011-2018,11,4.496017712863186,0.001
1911-1920,1961-1970,5,5.56553702699148,0.003
1941-1950,1961-1970,2,7.552908903143758,0.004
1941-1950,1951-1960,1,7.929170778872793,0.009
1941-1950,1991-2000,5,6.271427258964692,0.022
1941-1950,2001-2010,6,6.416646454945698,0.025
1911-1920,1971-1980,6,4.6786790512538365,0.027
1951-1960,1991-2000,4,4.495966258226532,0.031
1921-1930,2011-2018,9,4.333114313953038,0.036
1921-1930,1991-2000,7,3.5944020127473415,0.046
1961-1970,1991-2000,3,4.412482842519255,0.046
1991-2000,2011-2018,2,3.0260838283997535,0.047
