,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1911-1920,0.0,125.56919753464977,84.04352366560643,150.08696420600756,98.59384829152705,91.11671088115679,110.20181057172668,78.27818333061145,74.72838588373769,73.67229470080018,71.81534477560957
1921-1930,125.56919753464977,0.0,119.18119280633938,158.49080703619256,132.75583386986284,124.14339189416405,152.4050288853794,117.04418668341634,112.38769759998111,118.80395075404223,111.92590649631056
1931-1940,84.04352366560643,119.18119280633938,0.0,139.9170265702844,79.98181778211547,78.678025675636,94.07649579282445,52.58300180611574,53.964545385644705,51.52272028639813,48.97429667063025
1941-1950,150.08696420600756,158.49080703619256,139.9170265702844,0.0,161.94832161530476,154.62193702329677,182.69543739389644,140.77906062179736,139.29019827373756,146.93474567495997,137.54599200211422
1951-1960,98.59384829152705,132.75583386986284,79.98181778211547,161.94832161530476,0.0,80.02405437765287,85.41247209713418,70.33960796078475,73.86478189475075,64.35104271551441,70.97391342681851
1961-1970,91.11671088115679,124.14339189416405,78.678025675636,154.62193702329677,80.02405437765287,0.0,92.78625719354093,69.15058186811665,69.634095275543,62.96821676132798,66.20675343478598
1971-1980,110.20181057172668,152.4050288853794,94.07649579282445,182.69543739389644,85.41247209713418,92.78625719354093,0.0,78.76989393027807,84.02591990325597,65.83202842613842,83.25524207225664
1981-1990,78.27818333061145,117.04418668341634,52.58300180611574,140.77906062179736,70.33960796078475,69.15058186811665,78.76989393027807,0.0,45.409606226813644,36.387855420016635,42.1117881110201
1991-2000,74.72838588373769,112.38769759998111,53.964545385644705,139.29019827373756,73.86478189475075,69.634095275543,84.02591990325597,45.409606226813644,0.0,37.29363980658969,31.9547500059229
2001-2010,73.67229470080018,118.80395075404223,51.52272028639813,146.93474567495997,64.35104271551441,62.96821676132798,65.83202842613842,36.387855420016635,37.29363980658969,0.0,34.04138782440953
2011-2018,71.81534477560957,111.92590649631056,48.97429667063025,137.54599200211422,70.97391342681851,66.20675343478598,83.25524207225664,42.1117881110201,31.9547500059229,34.04138782440953,0.0
