timespan_1,timespan_2,distance,drift_magnitude,p_value
1921-1930,1941-1950,2,7.72054275994156,0.0
1931-1940,1941-1950,1,6.741148513284595,0.0
1921-1930,2011-2018,8,10.431354797812686,0.001
1901-1910,2011-2018,10,9.856371386748213,0.002
1931-1940,2011-2018,7,8.998416328267252,0.008
1911-1920,2011-2018,9,9.749575072992336,0.015
1921-1930,1961-1970,4,8.16603292759352,0.019
1941-1950,2011-2018,6,8.533504070824764,0.019
1931-1940,1961-1970,3,7.331599650807418,0.02
1911-1920,1941-1950,3,7.456163824138565,0.023
1901-1910,1941-1950,4,7.276102368098693,0.026
1911-1920,1931-1940,2,7.208094710841035,0.046
1901-1910,1961-1970,6,8.013531351400164,0.048
1901-1910,1911-1920,1,8.156764230484177,0.049
