,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1991-2000
1911-1920,0.0,0.783,1.0,0.322,1.0,1.0
1921-1930,0.783,0.0,0.494,0.191,0.752,0.748
1931-1940,1.0,0.494,0.0,0.296,1.0,0.477
1941-1950,0.322,0.191,0.296,0.0,0.325,0.334
1951-1960,1.0,0.752,1.0,0.325,0.0,1.0
1991-2000,1.0,0.748,0.477,0.334,1.0,0.0
