,1901-1910,1941-1950,1951-1960,1961-1970,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,1.0,1.0,0.322,0.209,0.021,0.039,0.058
1941-1950,1.0,0.0,1.0,1.0,0.492,0.328,0.468,0.534
1951-1960,1.0,1.0,0.0,0.342,0.205,0.084,0.12,0.06
1961-1970,0.322,1.0,0.342,0.0,0.42,0.256,0.324,0.453
1981-1990,0.209,0.492,0.205,0.42,0.0,0.042,0.289,0.306
1991-2000,0.021,0.328,0.084,0.256,0.042,0.0,0.172,0.154
2001-2010,0.039,0.468,0.12,0.324,0.289,0.172,0.0,0.118
2011-2018,0.058,0.534,0.06,0.453,0.306,0.154,0.118,0.0
