,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.589,0.935,0.549,0.56,0.559,0.203,0.286,0.044,0.289,0.26,0.072
1911-1920,0.589,0.0,0.969,0.988,0.239,0.795,0.764,0.869,0.506,0.784,0.68,0.436
1921-1930,0.935,0.969,0.0,0.907,0.596,0.83,0.604,0.661,0.265,0.514,0.637,0.257
1931-1940,0.549,0.988,0.907,0.0,0.197,0.869,0.889,0.943,0.421,0.841,0.732,0.422
1941-1950,0.56,0.239,0.596,0.197,0.0,0.106,0.025,0.051,0.005,0.062,0.051,0.018
1951-1960,0.559,0.795,0.83,0.869,0.106,0.0,0.618,0.719,0.052,0.278,0.463,0.072
1961-1970,0.203,0.764,0.604,0.889,0.025,0.618,0.0,0.914,0.371,0.566,0.699,0.198
1971-1980,0.286,0.869,0.661,0.943,0.051,0.719,0.914,0.0,0.39,0.896,0.652,0.296
1981-1990,0.044,0.506,0.265,0.421,0.005,0.052,0.371,0.39,0.0,0.228,0.064,0.748
1991-2000,0.289,0.784,0.514,0.841,0.062,0.278,0.566,0.896,0.228,0.0,0.502,0.321
2001-2010,0.26,0.68,0.637,0.732,0.051,0.463,0.699,0.652,0.064,0.502,0.0,0.106
2011-2018,0.072,0.436,0.257,0.422,0.018,0.072,0.198,0.296,0.748,0.321,0.106,0.0
