synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s14251,atmosphäre,1901-1910,1911-1920,0.008983308169001877,0.1486593033601498
s14251,atmosphäre,1911-1920,1921-1930,0.042448167363659556,0.14560130805444976
s14251,atmosphäre,1921-1930,1931-1940,0.020852309295738752,0.6930152058169663
s14251,atmosphäre,1931-1940,1941-1950,0.009579885581711928,0.18114099654503413
s14251,atmosphäre,1941-1950,1951-1960,0.009185410470502397,0.24639381827766982
s14251,atmosphäre,1951-1960,1961-1970,0.03452462013227527,0.10459939513063507
s14251,atmosphäre,1961-1970,1971-1980,0.023550040491005918,0.1136742492232594
s14251,atmosphäre,1971-1980,1981-1990,0.02470398721316487,1.0583692976763388
s14251,atmosphäre,1981-1990,1991-2000,0.011430626754514136,0.2671287490562001
s14251,atmosphäre,1991-2000,2001-2010,0.019228048256548676,0.17267795945111514
