event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1911-1920,1921-1930,6.034119740050261,0.033,1,1921-1930,consecutive
1,1921-1930,1941-1950,6.258770515167046,0.007,2,"1931-1940,1941-1950",sudden_shift
2,1921-1930,1961-1970,6.245690800162232,0.003,4,"1931-1940,1941-1950,1951-1960,1961-1970",sudden_shift
3,1921-1930,1991-2000,6.39620773044633,0.005,7,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
4,1921-1930,2001-2010,6.099151099466535,0.009,8,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
5,1921-1930,2011-2018,6.022131225278088,0.024,9,"1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
6,1961-1970,1991-2000,3.7858546432227986,0.006,3,"1971-1980,1981-1990,1991-2000",sudden_shift
7,1961-1970,2011-2018,3.4619041990326496,0.021,5,"1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
