timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1951-1960,5,3.3282703459001026,0.003
1921-1930,1961-1970,4,6.245690800162232,0.003
1921-1930,1991-2000,7,6.39620773044633,0.005
1961-1970,1991-2000,3,3.7858546432227986,0.006
1921-1930,1941-1950,2,6.258770515167046,0.007
1901-1910,1991-2000,9,3.50524848453175,0.007
1901-1910,1921-1930,2,5.922156297068946,0.008
1911-1920,1991-2000,8,4.071339893509993,0.009
1921-1930,2001-2010,8,6.099151099466535,0.009
1961-1970,2011-2018,5,3.4619041990326496,0.021
1901-1910,1931-1940,3,5.368901694501985,0.023
1921-1930,2011-2018,9,6.022131225278088,0.024
1911-1920,1921-1930,1,6.034119740050261,0.033
