synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s25445,kasse,1901-1910,1911-1920,0.10195361061892096,5.710299253841995
s25445,kasse,1911-1920,1921-1930,0.019513252150902795,0.36337219028688617
s25445,kasse,1921-1930,1931-1940,0.03967464860988019,0.08849135645484964
s25445,kasse,1931-1940,1941-1950,0.06191359709684601,0.3210446493343149
s25445,kasse,1941-1950,1951-1960,0.006088426828727346,0.37910970888860157
s25445,kasse,1951-1960,1961-1970,0.0036609870979260467,0.4015768181428272
s25445,kasse,1961-1970,1971-1980,0.02110704481638447,1.1277931124145077
s25445,kasse,1971-1980,1981-1990,0.015259569118073793,0.5874103233107517
s25445,kasse,1981-1990,1991-2000,0.03461911525598184,0.1618940325167673
s25445,kasse,1991-2000,2001-2010,0.007333382841761937,0.3309537819437409
