,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1981-1990
1911-1920,0.0,0.186,0.54,0.237,0.579,0.236
1921-1930,0.186,0.0,0.432,0.144,0.157,0.133
1931-1940,0.54,0.432,0.0,1.0,0.678,1.0
1941-1950,0.237,0.144,1.0,0.0,0.318,1.0
1951-1960,0.579,0.157,0.678,0.318,0.0,0.333
1981-1990,0.236,0.133,1.0,1.0,0.333,0.0
