,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1981-1990
1911-1920,0.0,49.5900825410275,72.74586934931342,170.11072052033762,54.70693900509198,182.01412062803396
1921-1930,49.5900825410275,0.0,80.49298062905295,167.4974751958163,67.68838538256595,181.20686750871675
1931-1940,72.74586934931342,80.49298062905295,0.0,180.4892445198366,88.89238760469739,190.76961980679837
1941-1950,170.11072052033762,167.4974751958163,180.4892445198366,0.0,175.86308812089274,192.48624041233603
1951-1960,54.70693900509198,67.68838538256595,88.89238760469739,175.86308812089274,0.0,188.42867412670162
1981-1990,182.01412062803396,181.20686750871675,190.76961980679837,192.48624041233603,188.42867412670162,0.0
