,1931-1940,1941-1950,1951-1960,1991-2000,2001-2010,2011-2018
1931-1940,0.0,0.683,1.0,0.256,0.835,1.0
1941-1950,0.683,0.0,1.0,0.704,0.462,0.338
1951-1960,1.0,1.0,0.0,0.755,0.669,1.0
1991-2000,0.256,0.704,0.755,0.0,0.131,0.252
2001-2010,0.835,0.462,0.669,0.131,0.0,0.657
2011-2018,1.0,0.338,1.0,0.252,0.657,0.0
