event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1981-1990,8.088839888507033,0.026,8,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
1,1901-1910,1991-2000,7.375069252318355,0.03,9,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
2,1901-1910,2011-2018,6.972804255390975,0.037,11,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
3,1911-1920,1941-1950,10.650583171159541,0.035,3,"1921-1930,1931-1940,1941-1950",sudden_shift
4,1911-1920,1991-2000,9.157483988952295,0.003,8,"1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
5,1931-1940,1981-1990,9.625480354798329,0.046,5,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990",sudden_shift
6,1931-1940,1991-2000,9.251364528864785,0.035,6,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000",sudden_shift
7,1931-1940,2011-2018,8.407177041691936,0.017,8,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
