,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.283,0.197,0.066,0.022,0.436,0.583,0.574,0.175,0.395,0.302,0.492
1911-1920,0.283,0.0,0.682,0.838,0.469,0.666,0.601,0.806,0.616,0.925,0.872,0.944
1921-1930,0.197,0.682,0.0,0.906,0.778,0.956,0.822,1.0,0.56,0.577,0.876,0.812
1931-1940,0.066,0.838,0.906,0.0,0.366,0.538,0.734,0.862,0.615,0.513,0.525,0.742
1941-1950,0.022,0.469,0.778,0.366,0.0,0.373,0.517,0.842,0.449,0.3,0.743,0.638
1951-1960,0.436,0.666,0.956,0.538,0.373,0.0,0.37,0.805,0.692,0.931,0.433,0.795
1961-1970,0.583,0.601,0.822,0.734,0.517,0.37,0.0,1.0,0.717,1.0,0.336,0.348
1971-1980,0.574,0.806,1.0,0.862,0.842,0.805,1.0,0.0,0.721,1.0,0.681,1.0
1981-1990,0.175,0.616,0.56,0.615,0.449,0.692,0.717,0.721,0.0,0.479,0.703,0.483
1991-2000,0.395,0.925,0.577,0.513,0.3,0.931,1.0,1.0,0.479,0.0,0.681,0.858
2001-2010,0.302,0.872,0.876,0.525,0.743,0.433,0.336,0.681,0.703,0.681,0.0,0.659
2011-2018,0.492,0.944,0.812,0.742,0.638,0.795,0.348,1.0,0.483,0.858,0.659,0.0
