timespan_1,timespan_2,distance,drift_magnitude,p_value
1931-1940,1971-1980,4,2.682691435767999,0.0
1971-1980,2001-2010,3,3.1825953618623917,0.0
1901-1910,2001-2010,10,2.7083341736593596,0.001
1901-1910,1951-1960,5,2.9319529459765215,0.001
1931-1940,2001-2010,7,2.6562299328079737,0.001
1901-1910,1971-1980,7,2.9035764966760773,0.001
1961-1970,2001-2010,4,3.567615280532757,0.002
1931-1940,1951-1960,2,2.7158003161926065,0.003
1971-1980,2011-2018,4,2.8172124403945515,0.005
1971-1980,1991-2000,2,2.7921524946979766,0.006
1961-1970,1991-2000,3,3.119933522008197,0.007
1931-1940,1961-1970,3,2.788809504465979,0.007
1901-1910,2011-2018,11,2.4643450850321815,0.007
1901-1910,1981-1990,8,2.508824003930255,0.007
1961-1970,2011-2018,5,3.1683829154998273,0.008
1901-1910,1961-1970,6,2.932746754807512,0.009
1931-1940,2011-2018,8,2.4335128338482863,0.009
1951-1960,2001-2010,5,2.5590287271333834,0.01
1941-1950,1971-1980,3,3.143458009274096,0.012
1931-1940,1991-2000,6,2.3387679217944486,0.014
1901-1910,1991-2000,9,2.347447522280213,0.015
1931-1940,1981-1990,5,2.27962860739825,0.017
1921-1930,1951-1960,3,3.597934833790163,0.024
1921-1930,2001-2010,8,3.6946058900317214,0.026
1941-1950,2001-2010,6,2.806320485369101,0.032
1901-1910,1941-1950,4,2.7244351980794694,0.041
1941-1950,1961-1970,2,3.2484934052482335,0.043
1941-1950,1951-1960,1,2.7888416531331703,0.045
1941-1950,1991-2000,5,2.7640797454995965,0.045
1931-1940,1941-1950,1,2.678563867601271,0.046
1981-1990,2001-2010,2,2.203334583462395,0.046
1921-1930,1991-2000,7,3.359464797514746,0.048
