,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.372,0.585,0.447,0.041,0.001,0.009,0.001,0.007,0.015,0.001,0.007
1911-1920,0.372,0.0,0.572,0.241,0.292,0.057,0.202,0.141,0.119,0.061,0.116,0.308
1921-1930,0.585,0.572,0.0,0.652,0.063,0.024,0.212,0.099,0.121,0.048,0.026,0.07
1931-1940,0.447,0.241,0.652,0.0,0.046,0.003,0.007,0.0,0.017,0.014,0.001,0.009
1941-1950,0.041,0.292,0.063,0.046,0.0,0.045,0.043,0.012,0.088,0.045,0.032,0.071
1951-1960,0.001,0.057,0.024,0.003,0.045,0.0,0.099,0.227,0.455,0.068,0.01,0.071
1961-1970,0.009,0.202,0.212,0.007,0.043,0.099,0.0,0.302,0.05,0.007,0.002,0.008
1971-1980,0.001,0.141,0.099,0.0,0.012,0.227,0.302,0.0,0.104,0.006,0.0,0.005
1981-1990,0.007,0.119,0.121,0.017,0.088,0.455,0.05,0.104,0.0,0.412,0.046,0.264
1991-2000,0.015,0.061,0.048,0.014,0.045,0.068,0.007,0.006,0.412,0.0,0.301,0.552
2001-2010,0.001,0.116,0.026,0.001,0.032,0.01,0.002,0.0,0.046,0.301,0.0,0.805
2011-2018,0.007,0.308,0.07,0.009,0.071,0.071,0.008,0.005,0.264,0.552,0.805,0.0
