,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.0,0.0,0.0,0.0,0.03,0.035,0.243,0.0,0.006,0.0,0.0
1911-1920,0.0,0.0,0.0,0.0,0.0,0.556,0.31,0.414,0.0,0.0,0.0,0.0
1921-1930,0.0,0.0,0.0,0.013,0.001,0.023,0.028,0.098,0.0,0.0,0.0,0.0
1931-1940,0.0,0.0,0.013,0.0,0.037,0.324,0.329,0.377,0.0,0.002,0.0,0.0
1941-1950,0.0,0.0,0.001,0.037,0.0,0.111,0.425,0.352,0.0,0.001,0.0,0.0
1951-1960,0.03,0.556,0.023,0.324,0.111,0.0,0.816,0.476,0.0,0.001,0.007,0.003
1961-1970,0.035,0.31,0.028,0.329,0.425,0.816,0.0,0.87,0.02,0.142,0.063,0.034
1971-1980,0.243,0.414,0.098,0.377,0.352,0.476,0.87,0.0,0.141,0.068,0.215,0.136
1981-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.141,0.0,0.011,0.005,0.069
1991-2000,0.006,0.0,0.0,0.002,0.001,0.001,0.142,0.068,0.011,0.0,0.092,0.095
2001-2010,0.0,0.0,0.0,0.0,0.0,0.007,0.063,0.215,0.005,0.092,0.0,0.714
2011-2018,0.0,0.0,0.0,0.0,0.0,0.003,0.034,0.136,0.069,0.095,0.714,0.0
