timespan_1,timespan_2,distance,drift_magnitude,p_value
1921-1930,1971-1980,5,4.784238805730739,0.001
1921-1930,1981-1990,6,4.878844935676516,0.002
1921-1930,1961-1970,4,4.443209093836798,0.003
1921-1930,1931-1940,1,3.8784815121749716,0.005
1921-1930,2011-2018,8,4.191430771711249,0.007
1901-1910,1971-1980,7,5.8165359335225935,0.009
1901-1910,1981-1990,8,5.954710019231896,0.009
1911-1920,1981-1990,7,5.549388375805691,0.019
1921-1930,1941-1950,2,4.012060960763478,0.02
1911-1920,1921-1930,1,3.9109171911735983,0.026
1901-1910,1931-1940,3,5.008622367516684,0.029
1901-1910,1961-1970,6,5.151375771712885,0.03
1921-1930,2001-2010,7,3.333795699772949,0.034
1901-1910,1941-1950,4,5.308285676757237,0.037
1911-1920,1971-1980,6,5.103379173188967,0.039
