,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1901-1910,0.0,0.054,0.52,0.029,0.037,0.159,0.03,0.009,0.009,0.105,0.095
1911-1920,0.054,0.0,0.026,0.112,0.451,0.132,0.065,0.039,0.019,0.342,0.147
1921-1930,0.52,0.026,0.0,0.005,0.02,0.064,0.003,0.001,0.002,0.034,0.007
1931-1940,0.029,0.112,0.005,0.0,0.846,0.45,0.378,0.595,0.395,0.332,0.663
1941-1950,0.037,0.451,0.02,0.846,0.0,0.487,0.46,0.444,0.174,0.336,0.891
1951-1960,0.159,0.132,0.064,0.45,0.487,0.0,0.097,0.16,0.056,0.736,0.596
1961-1970,0.03,0.065,0.003,0.378,0.46,0.097,0.0,0.187,0.196,0.096,0.593
1971-1980,0.009,0.039,0.001,0.595,0.444,0.16,0.187,0.0,0.963,0.157,0.837
1981-1990,0.009,0.019,0.002,0.395,0.174,0.056,0.196,0.963,0.0,0.079,0.448
2001-2010,0.105,0.342,0.034,0.332,0.336,0.736,0.096,0.157,0.079,0.0,0.281
2011-2018,0.095,0.147,0.007,0.663,0.891,0.596,0.593,0.837,0.448,0.281,0.0
