event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1911-1920,1921-1930,3.9109171911735983,0.026,1,1921-1930,consecutive
1,1921-1930,1931-1940,3.8784815121749716,0.005,2,"1931-1940,1941-1950",consecutive
