1921-1930,1931-1940,1941-1950,1961-1970,1981-1990,1991-2000,2001-2010,2011-2018
0.03794800350442529,0.05769028011709451,-0.06752453680549349,0.0624115594795772,-0.008694062630335495,0.17577689761916798,-0.36560676619410515,0.07493384430805841
0.30793816735967994,0.26262905774638057,-0.17807681539228984,0.6179640112178666,-0.7798241972923279,0.4169324478134513,0.09762550983577967,-0.7111840645472208
-0.10232689091935754,-0.18837564466521145,-0.01971057807760579,0.06778835957603796,0.33477143198251724,-0.6556930467486382,0.014491923153400421,0.3956918592254321
-0.0033284255769103765,-0.1437918818090111,0.04040876328945159,0.22125951945781708,-0.12846332043409348,-0.14787771366536617,0.060153307393193245,0.5620378069579601
0.01464278029743582,-0.2004846995929256,0.04943416863679886,-0.7356713265180588,0.9474417865276337,-0.033702302724123,0.12446772679686546,-0.2303447549541791
0.20683724898844957,-0.23524760967120528,0.3353675364383629,0.09735636200223652,-0.5795367682973543,0.22716840232412022,-0.3275644574314356,0.1364471868922313
-0.11747046746313572,0.1759720167145133,0.019865802036864402,0.5235496072896889,-0.3936173915863037,0.1617768108844757,-0.08441389352083206,-0.3945378189285596
0.7911835294216871,-0.0013528775423765176,-0.2892907849379948,-0.6127498277596065,0.24447324996193254,0.6615912268559138,-0.14296455308794975,-0.2622425804535548
0.02280996402259916,-0.14974765260703862,0.4336951370750155,-0.51334774600608,0.1370649834473928,-0.01678954561551413,0.028375815600156784,0.2818162677188714
-0.10176597977988422,0.08073426294140518,-0.0971332894904273,0.4513149516923087,-0.5668379440903664,0.4234877834096551,-0.289158103056252,-0.0863249177734057
0.10413630993571132,-0.17843373175710442,0.3871824128287179,-0.2652367545025689,0.09226557860771815,-0.03713522168497245,-0.017761043272912502,-0.20118315300593775
0.3404572061263025,-0.11639945032075047,-0.05855479687452316,0.10582024604082108,0.0545977558940649,-0.08553878078237176,0.09685998456552625,0.08879530678192774
0.12599053466692567,0.10115478029474617,0.042666738373892635,-0.7142807862588337,0.593156598508358,-0.12595331855118275,0.012997934594750404,0.42845603326956433
-0.005823795450851321,-0.24012994705699384,0.27974016767527377,-0.16014458451952251,-0.35503061984976136,-0.33675197760264075,0.6835952550172806,-0.1714189015328884
0.12581817363388836,0.09911323110572995,-0.09803514363510268,-0.5234161269451891,0.4941119303305944,-0.05650134508808455,-0.07409099489450455,0.0588800348341465
-0.2100279377773404,-0.2658820357173681,-0.07922962680459023,-0.038639821112155914,0.4595901519060135,-0.15653214044868946,-0.0736056249588728,-0.12409593164920807
-0.302659010165371,0.3811078012222424,-0.27037511340209414,-0.23356865772179194,0.6656417455524206,-0.11095268838107586,-0.634079959243536,0.8729447561005751
-0.0925610507838428,0.05287253260612488,0.1236837145473276,0.547459707728454,-0.4490763669212659,-0.4206704857448737,0.44557848013937473,-0.15912476740777493
0.3188764813821763,-0.14166020113043487,-0.2553995358092444,0.12993385962077547,0.13939218471447626,-0.15111023435990015,0.24825982190668583,-0.2381848388661941
-0.0499374323990196,-0.13645942737348377,-0.3919492892920971,-0.612634152173996,0.5986029207706451,0.2522633569315076,-0.0649477755650878,0.39900038329263526
-0.22859668114688247,0.015815359703265128,-0.42052309129919324,0.2622116080352238,0.1895748246461153,0.07283284096047282,-0.24944266444072127,-0.17317570994297665
-0.21550010866485536,0.13705740796867757,-0.1534277311393193,-0.06999099041734423,0.41971994439760846,-0.38026610637704533,0.34235622733831406,-0.6476369587083657
-0.16932719154283404,0.07309439284726976,-0.008042843001229427,0.38718364919934956,-0.27788012971480686,-0.137021495650212,0.30953197553753853,-0.24040986100832623
-0.14446883462369442,-0.0341188047081232,0.03801995425352028,0.17210812919906207,0.02491830041011174,-0.2097446930905183,0.16822085343301296,0.10528998139003912
-0.24826366337947547,0.5629530471749604,-0.24475355105740682,0.08005065391106266,-0.26205035361150897,-0.052135159571965545,0.24070238880813122,0.1187899416933457
0.2228460214100778,-0.45353677393868563,0.5904456021530288,-0.10525608382054741,-0.952321877082189,0.9323718029384812,0.030321375466883183,0.20952625696857774
0.4580906939227134,-0.09215302285738289,-0.09061663076281548,0.19232475385069847,0.0003567039966583252,-0.23030072636902332,0.10636527743190527,-0.21795694002260763
0.4149744267342612,0.2905892526032403,-0.44781634317977087,0.030746490827628536,-0.26177236313621205,0.14582480552295846,0.06962000392377377,-0.3946151460210482
0.11841019958956167,0.14619567870395256,-0.16668994043554577,-0.15761081102703298,-0.6544797898580631,0.20951315791656577,0.29036885872483253,0.5086349134022992
-0.29088980646338314,-0.15109528731554744,0.0290468155273369,-0.1980307533272675,0.43259459237257636,0.09441512574752173,0.07392353005707264,0.11911793611943722
-0.13721205107867718,0.16499915872700513,-0.19703148475715093,-0.19351755508354732,0.7031330615282059,-0.22612434718757868,-0.2845963453873992,0.43223879858851433
-0.007257367484271526,0.17519812565296888,0.37121638762099407,-0.25022999303681515,-0.6530000579853853,0.6969137688477834,0.18488731607794762,-0.7260475022097429
0.3866678986232728,0.11350040398538114,-0.043748465180397045,0.16871683299541473,-0.04620555539925894,-0.12022505576411882,-0.2886966811493039,0.3308281050994992
