,1911-1920,1921-1930,1931-1940,1941-1950,1961-1970,1981-1990,1991-2000,2001-2010,2011-2018
1911-1920,0.0,0.493,0.347,0.172,0.751,0.051,0.138,0.498,0.563
1921-1930,0.493,0.0,0.87,0.459,0.743,0.061,0.308,0.502,0.353
1931-1940,0.347,0.87,0.0,0.642,0.501,0.513,0.747,0.973,0.511
1941-1950,0.172,0.459,0.642,0.0,0.508,0.231,0.289,0.541,0.513
1961-1970,0.751,0.743,0.501,0.508,0.0,1.0,0.792,0.809,0.738
1981-1990,0.051,0.061,0.513,0.231,1.0,0.0,0.089,0.207,0.227
1991-2000,0.138,0.308,0.747,0.289,0.792,0.089,0.0,0.967,0.088
2001-2010,0.498,0.502,0.973,0.541,0.809,0.207,0.967,0.0,0.332
2011-2018,0.563,0.353,0.511,0.513,0.738,0.227,0.088,0.332,0.0
