synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s106689,maske,1901-1910,1911-1920,0.37011942778297086,0.05650726811343178
s106689,maske,1911-1920,1921-1930,0.07645057400919097,0.04252110957993738
s106689,maske,1921-1930,1931-1940,0.054544601828596335,0.05083352154573452
s106689,maske,1931-1940,1941-1950,0.12222911185719693,0.09774984052649313
s106689,maske,1941-1950,1951-1960,0.15283346999376782,0.08793403227890298
s106689,maske,1951-1960,1961-1970,0.25117360663140975,0.058923945181179015
s106689,maske,1961-1970,1971-1980,0.30696353515492575,0.03338055701927365
s106689,maske,1971-1980,1981-1990,0.3029317576935053,0.022960954515554133
s106689,maske,1981-1990,1991-2000,0.32515724239821797,0.038946183769583864
s106689,maske,1991-2000,2001-2010,0.33463331032839244,0.1445342359394247
