,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.925,0.849,0.793,0.733,0.332,0.71,0.757,0.752,0.41,0.398,0.724
1911-1920,0.925,0.0,0.965,0.615,0.714,0.496,0.914,0.218,0.856,0.623,0.799,0.648
1921-1930,0.849,0.965,0.0,0.672,0.76,0.811,0.785,0.26,0.539,0.959,0.934,0.882
1931-1940,0.793,0.615,0.672,0.0,0.69,0.21,0.316,0.221,0.577,0.152,0.221,0.374
1941-1950,0.733,0.714,0.76,0.69,0.0,0.532,0.769,0.23,0.418,0.297,0.366,0.325
1951-1960,0.332,0.496,0.811,0.21,0.532,0.0,0.632,0.084,0.127,0.718,0.468,0.29
1961-1970,0.71,0.914,0.785,0.316,0.769,0.632,0.0,0.114,0.415,0.923,0.92,0.369
1971-1980,0.757,0.218,0.26,0.221,0.23,0.084,0.114,0.0,0.21,0.122,0.269,0.921
1981-1990,0.752,0.856,0.539,0.577,0.418,0.127,0.415,0.21,0.0,0.246,0.416,0.46
1991-2000,0.41,0.623,0.959,0.152,0.297,0.718,0.923,0.122,0.246,0.0,0.836,0.6
2001-2010,0.398,0.799,0.934,0.221,0.366,0.468,0.92,0.269,0.416,0.836,0.0,0.648
2011-2018,0.724,0.648,0.882,0.374,0.325,0.29,0.369,0.921,0.46,0.6,0.648,0.0
