timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,2011-2018,11,2.796305822859305,0.0
1911-1920,2011-2018,10,2.8019886508059995,0.0
1921-1930,2011-2018,9,2.750010046721292,0.0
1931-1940,2011-2018,8,2.823634916762507,0.0
1911-1920,1991-2000,8,2.3703335208153753,0.001
1981-1990,1991-2000,1,3.308328604167946,0.002
1911-1920,1941-1950,3,2.456120621531633,0.003
1971-1980,2011-2018,4,3.1171884493506203,0.01
1941-1950,2011-2018,7,2.7484414995755198,0.012
1981-1990,2011-2018,3,3.186519369560985,0.02
1941-1950,1981-1990,4,3.126651612663854,0.023
1921-1930,1981-1990,6,2.545463849398279,0.032
1911-1920,2001-2010,9,2.3048712586565574,0.033
1951-1960,2011-2018,6,2.777974835703581,0.042
1901-1910,1991-2000,9,2.209634911776569,0.044
