synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s9650,bank,1901-1910,1911-1920,0.02500391378699133,0.11566299941660874
s9650,bank,1911-1920,1921-1930,0.014291576966387295,0.16878178745663294
s9650,bank,1921-1930,1931-1940,0.028372824059195518,0.44630508984370776
s9650,bank,1931-1940,1941-1950,0.04072983527353955,0.4819092283831541
s9650,bank,1941-1950,1951-1960,0.03735728091216117,0.1420693091878434
s9650,bank,1951-1960,1961-1970,0.06481887880401396,0.998702218290545
s9650,bank,1961-1970,1971-1980,0.04527815355145037,0.18834229424164578
s9650,bank,1971-1980,1981-1990,0.06267512530652262,0.21204420919721786
s9650,bank,1981-1990,1991-2000,0.07254883191078366,0.34625533742030573
s9650,bank,1991-2000,2001-2010,0.0055026565564028655,0.21512561408108297
