,1901-1910,1911-1920,1921-1930,1931-1940,1951-1960
1901-1910,0.0,797.100795319533,574.4473229546506,627.0736766692546,641.9393172993208
1911-1920,797.100795319533,0.0,724.7970593920483,711.7031000381107,679.7996245364926
1921-1930,574.4473229546506,724.7970593920483,0.0,508.7101721990494,551.0196477661681
1931-1940,627.0736766692546,711.7031000381107,508.7101721990494,0.0,558.2742857917045
1951-1960,641.9393172993208,679.7996245364926,551.0196477661681,558.2742857917045,0.0
