,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.685,0.544,0.118,0.089,0.042,0.027,0.008,0.003,0.006,0.002,0.001
1911-1920,0.685,0.0,0.919,0.846,0.424,0.735,0.586,0.605,0.369,0.403,0.206,0.406
1921-1930,0.544,0.919,0.0,0.575,0.255,0.284,0.193,0.22,0.218,0.142,0.039,0.073
1931-1940,0.118,0.846,0.575,0.0,0.16,0.026,0.003,0.015,0.006,0.01,0.003,0.012
1941-1950,0.089,0.424,0.255,0.16,0.0,0.043,0.02,0.022,0.019,0.048,0.028,0.013
1951-1960,0.042,0.735,0.284,0.026,0.043,0.0,0.086,0.645,0.175,0.063,0.006,0.035
1961-1970,0.027,0.586,0.193,0.003,0.02,0.086,0.0,0.014,0.005,0.004,0.0,0.003
1971-1980,0.008,0.605,0.22,0.015,0.022,0.645,0.014,0.0,0.148,0.044,0.001,0.019
1981-1990,0.003,0.369,0.218,0.006,0.019,0.175,0.005,0.148,0.0,0.276,0.075,0.169
1991-2000,0.006,0.403,0.142,0.01,0.048,0.063,0.004,0.044,0.276,0.0,0.803,0.694
2001-2010,0.002,0.206,0.039,0.003,0.028,0.006,0.0,0.001,0.075,0.803,0.0,0.64
2011-2018,0.001,0.406,0.073,0.012,0.013,0.035,0.003,0.019,0.169,0.694,0.64,0.0
