timespan_1,timespan_2,distance,drift_magnitude,p_value
1961-1970,2001-2010,4,4.559832455430213,0.0
1901-1910,2011-2018,11,3.299238226412571,0.001
1971-1980,2001-2010,3,3.280542240181643,0.001
1901-1910,2001-2010,10,3.4388440402355167,0.002
1931-1940,2001-2010,7,2.9749435368973836,0.003
1961-1970,2011-2018,5,4.1987715318197365,0.003
1901-1910,1981-1990,8,3.1965526364348698,0.003
1931-1940,1961-1970,3,3.808888994875189,0.003
1961-1970,1991-2000,3,4.069463825665186,0.004
1961-1970,1981-1990,2,3.973827948502323,0.005
1951-1960,2001-2010,5,3.354267425282677,0.006
1931-1940,1981-1990,5,2.932732290279623,0.006
1901-1910,1991-2000,9,3.1552219816377303,0.006
1901-1910,1971-1980,7,3.0220835677162183,0.008
1931-1940,1991-2000,6,2.8696759833875323,0.01
1931-1940,2011-2018,8,3.0331458729421383,0.012
1941-1950,2011-2018,7,3.7365385023472384,0.013
1961-1970,1971-1980,1,3.494369946837562,0.014
1931-1940,1971-1980,4,2.882704973773628,0.015
1971-1980,2011-2018,4,2.8933459034830817,0.019
1941-1950,1981-1990,4,3.6049166195709375,0.019
1941-1950,1961-1970,2,4.637704208796339,0.02
1941-1950,1971-1980,3,3.5740346889136316,0.022
1931-1940,1951-1960,2,2.9427749729332695,0.026
1901-1910,1961-1970,6,3.2898951395507345,0.027
1941-1950,2001-2010,6,3.521708801951431,0.028
1951-1960,2011-2018,6,3.001224755527425,0.035
1921-1930,2001-2010,8,4.24752680499494,0.039
1901-1910,1951-1960,5,2.9007822583622036,0.042
1941-1950,1951-1960,1,3.6522318413860115,0.043
1971-1980,1991-2000,2,2.775824130711047,0.044
1941-1950,1991-2000,5,3.4215292178403773,0.048
