synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s50968,virus,1901-1910,1911-1920,0.014552649641564809,0.3898554685008596
s50968,virus,1911-1920,1921-1930,0.022143486843851208,0.21253593593108114
s50968,virus,1921-1930,1931-1940,0.011378295688117917,0.22706103103000752
s50968,virus,1931-1940,1941-1950,0.013253998219531353,0.5392692422638501
s50968,virus,1941-1950,1951-1960,0.02602430501274416,0.18913434683131689
s50968,virus,1951-1960,1961-1970,0.010633127256106252,0.18669393748715815
s50968,virus,1961-1970,1971-1980,0.005994644668706538,0.1114801826851951
s50968,virus,1971-1980,1981-1990,0.004372766908317498,0.27971236839380625
s50968,virus,1981-1990,1991-2000,0.008797420034959187,0.11798956435318511
s50968,virus,1991-2000,2001-2010,0.003455792338038035,0.28019700658010804
