,1931-1940,1941-1950,1951-1960,1991-2000,2001-2010,2011-2018
1931-1940,0.0,669.4257513662366,926.1580798749603,741.177538293471,684.6494249163452,714.2567036507677
1941-1950,669.4257513662366,0.0,787.6462743707251,596.9838935440096,583.4835774845583,611.8541785830874
1951-1960,926.1580798749603,787.6462743707251,0.0,419.9333553138441,672.9784792349733,909.3787017643253
1991-2000,741.177538293471,596.9838935440096,419.9333553138441,0.0,445.1410775686251,688.0753670364392
2001-2010,684.6494249163452,583.4835774845583,672.9784792349733,445.1410775686251,0.0,622.8568793461494
2011-2018,714.2567036507677,611.8541785830874,909.3787017643253,688.0753670364392,622.8568793461494,0.0
