,1911-1920,1931-1940,1961-1970,1971-1980,2001-2010
1911-1920,0.0,19.68899946532028,26.513036228266692,19.937863544451382,22.08836316258886
1931-1940,19.68899946532028,0.0,23.6259994173603,19.003949037343528,20.97507074418629
1961-1970,26.513036228266692,23.6259994173603,0.0,26.741438629066835,27.302749463165227
1971-1980,19.937863544451382,19.003949037343528,26.741438629066835,0.0,20.971855987507123
2001-2010,22.08836316258886,20.97507074418629,27.302749463165227,20.971855987507123,0.0
