,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.0,0.06,0.001,0.027,0.165,0.014,0.091,0.096,0.137,0.13,0.006
1911-1920,0.0,0.0,0.009,0.097,0.018,0.008,0.02,0.195,0.15,0.001,0.177,0.069
1921-1930,0.06,0.009,0.0,0.051,0.254,0.063,0.182,0.173,0.417,0.093,0.681,0.09
1931-1940,0.001,0.097,0.051,0.0,0.219,0.107,0.154,0.04,0.183,0.0,0.512,0.09
1941-1950,0.027,0.018,0.254,0.219,0.0,0.041,0.143,0.121,0.142,0.146,0.219,0.145
1951-1960,0.165,0.008,0.063,0.107,0.041,0.0,0.204,0.161,0.401,0.429,0.12,0.011
1961-1970,0.014,0.02,0.182,0.154,0.143,0.204,0.0,0.648,0.344,0.454,0.968,0.2
1971-1980,0.091,0.195,0.173,0.04,0.121,0.161,0.648,0.0,0.592,0.058,0.753,0.206
1981-1990,0.096,0.15,0.417,0.183,0.142,0.401,0.344,0.592,0.0,0.59,0.523,0.113
1991-2000,0.137,0.001,0.093,0.0,0.146,0.429,0.454,0.058,0.59,0.0,0.155,0.063
2001-2010,0.13,0.177,0.681,0.512,0.219,0.12,0.968,0.753,0.523,0.155,0.0,0.563
2011-2018,0.006,0.069,0.09,0.09,0.145,0.011,0.2,0.206,0.113,0.063,0.563,0.0
