,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010
1901-1910,0.0,374.6847287256283,580.3356753896311,796.1212580577977,433.2124698066545,1045.8300044822668,424.4603620688073,477.80988481478425,410.7250655201755,645.7968842916912
1911-1920,374.6847287256283,0.0,600.4355190003058,809.9605405116553,468.2123035657833,1061.8357220884254,461.0433038250983,527.0380352357442,369.5358713160654,681.6104748606174
1921-1930,580.3356753896311,600.4355190003058,0.0,697.0807250510325,464.7029421448338,892.1379638004009,455.0126429746408,452.64903122040835,557.9567841972048,554.8733789688699
1931-1940,796.1212580577977,809.9605405116553,697.0807250510325,0.0,704.7551148885556,987.31902834877,702.3042010823542,708.9501196101945,771.1855699879397,758.0962108441116
1941-1950,433.2124698066545,468.2123035657833,464.7029421448338,704.7551148885556,0.0,939.1513863755983,359.21127259789876,399.97604731270593,428.7889427001795,543.0621594377367
1951-1960,1045.8300044822668,1061.8357220884254,892.1379638004009,987.31902834877,939.1513863755983,0.0,932.4718293306033,884.7615481579556,1004.2873779883956,882.6278608447865
1961-1970,424.4603620688073,461.0433038250983,455.0126429746408,702.3042010823542,359.21127259789876,932.4718293306033,0.0,376.1997189834983,440.24142074908593,528.0413793763898
1971-1980,477.80988481478425,527.0380352357442,452.64903122040835,708.9501196101945,399.97604731270593,884.7615481579556,376.1997189834983,0.0,487.6238542423255,526.2988989342848
1981-1990,410.7250655201755,369.5358713160654,557.9567841972048,771.1855699879397,428.7889427001795,1004.2873779883956,440.24142074908593,487.6238542423255,0.0,619.1130704151274
2001-2010,645.7968842916912,681.6104748606174,554.8733789688699,758.0962108441116,543.0621594377367,882.6278608447865,528.0413793763898,526.2988989342848,619.1130704151274,0.0
