synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s37889,tor,1901-1910,1911-1920,0.04712088008250438,0.6756108316701744
s37889,tor,1911-1920,1921-1930,0.04177188579914444,0.1795926957037252
s37889,tor,1921-1930,1931-1940,0.036033677953778376,0.020972045780560843
s37889,tor,1931-1940,1941-1950,0.0643946320422525,0.869381489476161
s37889,tor,1941-1950,1951-1960,0.08842568401774524,0.20001846073614854
s37889,tor,1951-1960,1961-1970,0.014817571789108778,0.4431596217538219
s37889,tor,1961-1970,1971-1980,0.032821138897677814,0.34423138878762577
s37889,tor,1971-1980,1981-1990,0.03617504154570166,0.08996484258604666
s37889,tor,1981-1990,1991-2000,0.08117461965986561,0.26654626612777615
s37889,tor,1991-2000,2001-2010,0.017776986799662543,0.1284972918292173
