,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.251,0.35,0.132,0.911,0.324,0.309,0.41,0.272,0.12,0.025,0.26
1911-1920,0.251,0.0,0.102,0.097,0.832,0.381,0.854,0.611,0.887,0.349,0.141,0.095
1921-1930,0.35,0.102,0.0,0.028,0.49,0.486,0.195,0.211,0.315,0.046,0.015,0.037
1931-1940,0.132,0.097,0.028,0.0,0.058,0.191,0.316,0.303,0.286,0.026,0.203,0.176
1941-1950,0.911,0.832,0.49,0.058,0.0,0.207,0.408,0.865,0.69,0.766,0.123,0.369
1951-1960,0.324,0.381,0.486,0.191,0.207,0.0,0.592,0.413,1.0,0.209,0.426,0.138
1961-1970,0.309,0.854,0.195,0.316,0.408,0.592,0.0,0.63,0.884,0.443,0.663,0.378
1971-1980,0.41,0.611,0.211,0.303,0.865,0.413,0.63,0.0,0.636,0.596,0.221,0.227
1981-1990,0.272,0.887,0.315,0.286,0.69,1.0,0.884,0.636,0.0,0.285,0.183,0.179
1991-2000,0.12,0.349,0.046,0.026,0.766,0.209,0.443,0.596,0.285,0.0,0.029,0.163
2001-2010,0.025,0.141,0.015,0.203,0.123,0.426,0.663,0.221,0.183,0.029,0.0,0.249
2011-2018,0.26,0.095,0.037,0.176,0.369,0.138,0.378,0.227,0.179,0.163,0.249,0.0
