event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1931-1940,1941-1950,3.895943457247586,0.026,4,"1941-1950,1951-1960,1961-1970,1971-1980",consecutive
1,1941-1950,1951-1960,5.583471693045804,0.006,6,"1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018",consecutive
2,1951-1960,1961-1970,6.6357949802275185,0.001,1,1961-1970,consecutive
3,1961-1970,1971-1980,5.576562881546566,0.001,4,"1971-1980,1981-1990,2001-2010,2011-2018",consecutive
4,2001-2010,2011-2018,4.8488453207193,0.035,1,2011-2018,consecutive
5,1971-1980,2001-2010,6.730399145764202,0.0,2,"1981-1990,2001-2010",sudden_shift
