,1901-1910,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990
1901-1910,0.0,16.35213814651394,16.88521451637789,22.207129326092222,20.545756732791098,19.86382280298371,21.075032340949182
1931-1940,16.35213814651394,0.0,6.863110353071253,16.361202656154568,14.744656888358287,12.037136834545372,14.369124657194421
1941-1950,16.88521451637789,6.863110353071253,0.0,16.716766309563194,13.592311113717296,12.541249977682694,14.808989817258587
1951-1960,22.207129326092222,16.361202656154568,16.716766309563194,0.0,21.818489663711595,18.339933063317527,21.021971957703247
1961-1970,20.545756732791098,14.744656888358287,13.592311113717296,21.818489663711595,0.0,17.74602823513068,20.22698893155456
1971-1980,19.86382280298371,12.037136834545372,12.541249977682694,18.339933063317527,17.74602823513068,0.0,18.046777355504094
1981-1990,21.075032340949182,14.369124657194421,14.808989817258587,21.021971957703247,20.22698893155456,18.046777355504094,0.0
