,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1971-1980,1981-1990,1991-2000,2011-2018
1911-1920,0.0,1.0,1.0,1.0,1.0,1.0,0.691,0.498,1.0
1921-1930,1.0,0.0,1.0,1.0,1.0,1.0,0.652,1.0,1.0
1931-1940,1.0,1.0,0.0,1.0,1.0,1.0,0.675,1.0,1.0
1941-1950,1.0,1.0,1.0,0.0,1.0,1.0,0.652,1.0,1.0
1951-1960,1.0,1.0,1.0,1.0,0.0,1.0,0.654,1.0,1.0
1971-1980,1.0,1.0,1.0,1.0,1.0,0.0,0.329,0.792,0.654
1981-1990,0.691,0.652,0.675,0.652,0.654,0.329,0.0,0.522,0.669
1991-2000,0.498,1.0,1.0,1.0,1.0,0.792,0.522,0.0,0.522
2011-2018,1.0,1.0,1.0,1.0,1.0,0.654,0.669,0.522,0.0
