,1901-1910,1911-1920,1921-1930,1931-1940,1971-1980,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.152,0.379,0.266,0.182,0.387,0.922,0.063
1911-1920,0.152,0.0,0.144,0.01,0.046,0.204,0.846,0.089
1921-1930,0.379,0.144,0.0,0.675,1.0,1.0,0.647,0.273
1931-1940,0.266,0.01,0.675,0.0,1.0,1.0,0.656,0.187
1971-1980,0.182,0.046,1.0,1.0,0.0,1.0,0.323,0.233
1991-2000,0.387,0.204,1.0,1.0,1.0,0.0,1.0,0.245
2001-2010,0.922,0.846,0.647,0.656,0.323,1.0,0.0,0.581
2011-2018,0.063,0.089,0.273,0.187,0.233,0.245,0.581,0.0
