synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10919,diarium,1901-1910,1911-1920,0.056907900931656014,0.21818055854060217
s10919,diarium,1911-1920,1921-1930,0.0228646446366986,0.4108158686425628
s10919,diarium,1921-1930,1931-1940,0.027036293920467386,0.16214421331709697
s10919,diarium,1931-1940,1941-1950,0.024474681277238664,0.17059167075380363
s10919,diarium,1941-1950,1951-1960,0.056127197335352874,0.14211373888169024
s10919,diarium,1951-1960,1961-1970,0.015056486864831898,0.2597479903545253
s10919,diarium,1961-1970,1971-1980,0.0274962952879069,0.45220145593535965
s10919,diarium,1971-1980,1981-1990,0.016619563643955695,0.12652203775483498
s10919,diarium,1981-1990,1991-2000,0.06193144371391174,0.25118814260762545
s10919,diarium,1991-2000,2001-2010,0.043037937948187104,0.33090412133103514
