timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1941-1950,4,10.965365457191675,0.0
1901-1910,1971-1980,7,7.54688543400495,0.0
1941-1950,1961-1970,2,9.46888047060762,0.0
1941-1950,1981-1990,4,10.25249165748745,0.0
1941-1950,1991-2000,5,8.889428420317476,0.0
1941-1950,1971-1980,3,8.335528536027725,0.001
1921-1930,1981-1990,6,10.933031697560526,0.001
1911-1920,1971-1980,6,7.395315203470693,0.001
1911-1920,1941-1950,3,8.912729170668802,0.009
1931-1940,1971-1980,4,8.771068387527562,0.011
1911-1920,1981-1990,7,8.15814392990252,0.012
1901-1910,1981-1990,8,8.132807626109786,0.015
1941-1950,2011-2018,7,9.398177714080216,0.018
1921-1930,1971-1980,5,9.377934705827027,0.022
1921-1930,1941-1950,2,11.37505792689767,0.028
1961-1970,1971-1980,1,6.105724183451959,0.03
1931-1940,1991-2000,6,7.7253499096399905,0.033
1931-1940,1961-1970,3,8.628141168742097,0.034
1971-1980,2001-2010,3,7.4854142646413955,0.037
1901-1910,2011-2018,11,8.031014417386304,0.037
1971-1980,1981-1990,1,7.014159866666495,0.04
1901-1910,1951-1960,5,7.982710932167959,0.048
