event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1961-1970,1971-1980,6.105724183451959,0.03,1,1971-1980,consecutive
1,1971-1980,1981-1990,7.014159866666495,0.04,1,1981-1990,consecutive
2,1901-1910,1941-1950,10.965365457191675,0.0,4,"1911-1920,1921-1930,1931-1940,1941-1950",sudden_shift
3,1901-1910,1951-1960,7.982710932167959,0.048,5,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960",sudden_shift
4,1911-1920,1941-1950,8.912729170668802,0.009,3,"1921-1930,1931-1940,1941-1950",sudden_shift
5,1921-1930,1941-1950,11.37505792689767,0.028,2,"1931-1940,1941-1950",sudden_shift
6,1931-1940,1961-1970,8.628141168742097,0.034,3,"1941-1950,1951-1960,1961-1970",sudden_shift
7,1941-1950,1961-1970,9.46888047060762,0.0,2,"1951-1960,1961-1970",sudden_shift
