,1901-1910,1911-1920,1921-1930,1931-1940,1951-1960,2011-2018
1901-1910,0.0,1.0,1.0,1.0,1.0,1.0
1911-1920,1.0,0.0,0.641,1.0,0.66,1.0
1921-1930,1.0,0.641,0.0,1.0,1.0,1.0
1931-1940,1.0,1.0,1.0,0.0,0.661,1.0
1951-1960,1.0,0.66,1.0,0.661,0.0,0.672
2011-2018,1.0,1.0,1.0,1.0,0.672,0.0
