,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2011-2018
1901-1910,0.0,14.55122539098306,18.69390877148522,9.871926265107524,10.976250272846311,19.656298060205124,11.726785872441754,13.927276361904187,19.194033230666424,17.286298826722614,10.993144969516637
1911-1920,14.55122539098306,0.0,21.378867362461833,13.761348829581578,14.921220239673096,23.312065700393717,16.463002808451098,18.477336925115367,21.81333162351962,21.66233981310865,15.423310328601335
1921-1930,18.69390877148522,21.378867362461833,0.0,17.41010200859062,19.043556477942595,24.616032014158126,19.3613155358289,20.859744750337775,25.357953396641758,23.973061188757086,19.61674757385922
1931-1940,9.871926265107524,13.761348829581578,17.41010200859062,0.0,10.26030634447412,19.95117761100266,12.924915582852904,14.540520716402158,19.18102474597794,18.553388882348912,11.204487772340757
1941-1950,10.976250272846311,14.921220239673096,19.043556477942595,10.26030634447412,0.0,21.15174676347118,12.976388046138217,14.761445614668716,18.395867177597808,17.787788789493806,11.87816761555987
1951-1960,19.656298060205124,23.312065700393717,24.616032014158126,19.95117761100266,21.15174676347118,0.0,20.75247340966647,20.66518522587878,25.068378794093128,25.662914909845295,22.437134786955433
1961-1970,11.726785872441754,16.463002808451098,19.3613155358289,12.924915582852904,12.976388046138217,20.75247340966647,0.0,15.681824380524693,18.20129396432703,18.557932516622675,13.35544172632017
1971-1980,13.927276361904187,18.477336925115367,20.859744750337775,14.540520716402158,14.761445614668716,20.66518522587878,15.681824380524693,0.0,19.804687835335045,20.88440868923571,15.95107092064461
1981-1990,19.194033230666424,21.81333162351962,25.357953396641758,19.18102474597794,18.395867177597808,25.068378794093128,18.20129396432703,19.804687835335045,0.0,23.948245037414132,19.054017590630195
1991-2000,17.286298826722614,21.66233981310865,23.973061188757086,18.553388882348912,17.787788789493806,25.662914909845295,18.557932516622675,20.88440868923571,23.948245037414132,0.0,18.122653728002373
2011-2018,10.993144969516637,15.423310328601335,19.61674757385922,11.204487772340757,11.87816761555987,22.437134786955433,13.35544172632017,15.95107092064461,19.054017590630195,18.122653728002373,0.0
