,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.522,0.144,0.603,0.768,0.315,0.586,0.013,0.125,0.512,0.818,0.167
1911-1920,0.522,0.0,0.588,0.414,0.763,0.15,0.387,0.072,0.009,0.456,0.262,0.01
1921-1930,0.144,0.588,0.0,0.463,0.717,0.059,0.2,0.124,0.005,0.368,0.089,0.003
1931-1940,0.603,0.414,0.463,0.0,0.979,0.314,0.451,0.02,0.071,0.826,0.533,0.068
1941-1950,0.768,0.763,0.717,0.979,0.0,0.4,0.483,0.045,0.109,0.963,0.707,0.115
1951-1960,0.315,0.15,0.059,0.314,0.4,0.0,0.652,0.015,0.185,0.314,0.688,0.477
1961-1970,0.586,0.387,0.2,0.451,0.483,0.652,0.0,0.03,0.274,0.345,0.749,0.331
1971-1980,0.013,0.072,0.124,0.02,0.045,0.015,0.03,0.0,0.001,0.061,0.005,0.0
1981-1990,0.125,0.009,0.005,0.071,0.109,0.185,0.274,0.001,0.0,0.087,0.302,0.555
1991-2000,0.512,0.456,0.368,0.826,0.963,0.314,0.345,0.061,0.087,0.0,0.643,0.132
2001-2010,0.818,0.262,0.089,0.533,0.707,0.688,0.749,0.005,0.302,0.643,0.0,0.5
2011-2018,0.167,0.01,0.003,0.068,0.115,0.477,0.331,0.0,0.555,0.132,0.5,0.0
