timespan_1,timespan_2,distance,drift_magnitude,p_value
1971-1980,2011-2018,4,53.312779837708376,0.0
1971-1980,1981-1990,1,54.016012890540395,0.001
1921-1930,2011-2018,9,36.9896606493099,0.003
1921-1930,1981-1990,6,39.01843182830416,0.005
1971-1980,2001-2010,3,42.48028447022925,0.005
1911-1920,1981-1990,7,36.609676747774024,0.009
1911-1920,2011-2018,10,32.90354880480634,0.01
1901-1910,1971-1980,7,38.00747866604424,0.013
1951-1960,1971-1980,2,47.29431789484221,0.015
1931-1940,1971-1980,4,33.90408699974035,0.02
1961-1970,1971-1980,1,43.49918999531071,0.03
1941-1950,1971-1980,3,34.373491814409924,0.045
