synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10919,diarium,1901-1910,1911-1920,0.03357711067544409,0.12023538669483154
s10919,diarium,1911-1920,1921-1930,0.0457116730657713,0.4088766780436652
s10919,diarium,1921-1930,1931-1940,0.06326235653627679,0.12718524025439307
s10919,diarium,1931-1940,1941-1950,0.033098056405324275,0.13393540948491858
s10919,diarium,1941-1950,1951-1960,0.0251944981471066,0.12702975312975873
s10919,diarium,1951-1960,1961-1970,0.010120444458463914,0.1440869237721318
s10919,diarium,1961-1970,1971-1980,0.012318656985892735,0.25195389220186176
s10919,diarium,1971-1980,1981-1990,0.01536791622219577,0.10447991737884675
s10919,diarium,1981-1990,1991-2000,0.050809805871121216,0.14601586988997517
s10919,diarium,1991-2000,2001-2010,0.03588145474351421,1.148605611514449
