,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.041,0.038,0.033,0.0,0.002,0.005,0.0,0.003,0.008,0.005,0.018
1911-1920,0.041,0.0,0.216,0.466,0.055,0.161,0.0,0.0,0.139,0.016,0.116,0.091
1921-1930,0.038,0.216,0.0,0.061,0.009,0.025,0.003,0.003,0.002,0.011,0.036,0.007
1931-1940,0.033,0.466,0.061,0.0,0.052,0.098,0.001,0.0,0.2,0.004,0.058,0.117
1941-1950,0.0,0.055,0.009,0.052,0.0,0.065,0.0,0.0,0.136,0.0,0.006,0.028
1951-1960,0.002,0.161,0.025,0.098,0.065,0.0,0.022,0.069,0.686,0.123,0.309,0.504
1961-1970,0.005,0.0,0.003,0.001,0.0,0.022,0.0,0.075,0.101,0.177,0.061,0.171
1971-1980,0.0,0.0,0.003,0.0,0.0,0.069,0.075,0.0,0.18,0.048,0.036,0.355
1981-1990,0.003,0.139,0.002,0.2,0.136,0.686,0.101,0.18,0.0,0.085,0.298,0.598
1991-2000,0.008,0.016,0.011,0.004,0.0,0.123,0.177,0.048,0.085,0.0,0.85,0.739
2001-2010,0.005,0.116,0.036,0.058,0.006,0.309,0.061,0.036,0.298,0.85,0.0,0.664
2011-2018,0.018,0.091,0.007,0.117,0.028,0.504,0.171,0.355,0.598,0.739,0.664,0.0
