timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1941-1950,4,12.198998023196054,0.0
1901-1910,1971-1980,7,9.955543312615795,0.0
1911-1920,1971-1980,6,9.117813591590044,0.0
1911-1920,1961-1970,5,7.965825207108499,0.0
1941-1950,1961-1970,2,9.709427033815379,0.0
1941-1950,1971-1980,3,9.049387171528602,0.0
1941-1950,1991-2000,5,8.945578156621275,0.0
1931-1940,1971-1980,4,9.595803582940356,0.0
1931-1940,1961-1970,3,8.997886610070408,0.001
1901-1910,1951-1960,5,9.333990491131509,0.002
1921-1930,1981-1990,6,12.295821643843105,0.002
1921-1930,1971-1980,5,11.632363532266831,0.003
1921-1930,1961-1970,4,11.334805441693533,0.003
1901-1910,1981-1990,8,10.405029782930109,0.003
1931-1940,1991-2000,6,7.441769214755832,0.004
1901-1910,1961-1970,6,8.487413732259387,0.005
1901-1910,2001-2010,10,8.09743519920662,0.005
1941-1950,2001-2010,6,8.363109228582651,0.006
1921-1930,2011-2018,9,10.994657531753532,0.007
1901-1910,1991-2000,9,7.400462429798005,0.008
1921-1930,1941-1950,2,12.296725394985756,0.009
1921-1930,1991-2000,7,9.79003782855561,0.011
1911-1920,1991-2000,8,6.921973343918664,0.016
1901-1910,2011-2018,11,9.310104437291656,0.018
1951-1960,1961-1970,1,6.396662455091535,0.022
1921-1930,1951-1960,3,10.12577079761693,0.025
1941-1950,2011-2018,7,8.611073253160614,0.028
1901-1910,1931-1940,3,8.839620023281435,0.033
1921-1930,2001-2010,8,9.705282895083036,0.036
1971-1980,2001-2010,3,5.434025944111082,0.036
1901-1910,1921-1930,2,10.510666658579023,0.038
1901-1910,1911-1920,1,8.277796898570717,0.041
1971-1980,1991-2000,2,4.990121121225843,0.048
