,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1981-1990
1911-1920,0.0,0.055,1.0,0.237,0.889,0.75
1921-1930,0.055,0.0,0.862,0.144,0.04,0.278
1931-1940,1.0,0.862,0.0,1.0,1.0,1.0
1941-1950,0.237,0.144,1.0,0.0,0.664,1.0
1951-1960,0.889,0.04,1.0,0.664,0.0,1.0
1981-1990,0.75,0.278,1.0,1.0,1.0,0.0
