,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.424,0.066,0.039,0.343,0.324,0.111,0.061,0.635,0.565,0.79,0.056
1911-1920,0.424,0.0,0.131,0.11,0.304,0.486,0.093,0.077,0.201,0.161,0.205,0.056
1921-1930,0.066,0.131,0.0,0.009,0.171,0.586,0.16,0.092,0.066,0.106,0.117,0.079
1931-1940,0.039,0.11,0.009,0.0,0.088,0.221,0.109,0.058,0.008,0.013,0.013,0.108
1941-1950,0.343,0.304,0.171,0.088,0.0,0.654,0.321,0.213,0.483,0.592,0.309,0.209
1951-1960,0.324,0.486,0.586,0.221,0.654,0.0,0.989,0.875,0.262,0.38,0.153,0.646
1961-1970,0.111,0.093,0.16,0.109,0.321,0.989,0.0,0.864,0.035,0.156,0.058,0.795
1971-1980,0.061,0.077,0.092,0.058,0.213,0.875,0.864,0.0,0.015,0.127,0.052,0.386
1981-1990,0.635,0.201,0.066,0.008,0.483,0.262,0.035,0.015,0.0,0.726,0.464,0.013
1991-2000,0.565,0.161,0.106,0.013,0.592,0.38,0.156,0.127,0.726,0.0,0.564,0.139
2001-2010,0.79,0.205,0.117,0.013,0.309,0.153,0.058,0.052,0.464,0.564,0.0,0.057
2011-2018,0.056,0.056,0.079,0.108,0.209,0.646,0.795,0.386,0.013,0.139,0.057,0.0
