synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s107180,block,1901-1910,1911-1920,0.015009294720764878,0.07562736086983528
s107180,block,1911-1920,1921-1930,0.04990395464171134,0.1436732791609348
s107180,block,1921-1930,1931-1940,0.01564176314269075,0.15133743742181205
s107180,block,1931-1940,1941-1950,0.022219111194729323,0.15369572677765853
s107180,block,1941-1950,1951-1960,0.02022205725747177,0.05438736829578256
s107180,block,1951-1960,1961-1970,0.00922799757191063,0.27040111064391437
s107180,block,1961-1970,1971-1980,0.02235573274666807,0.6671571953101701
s107180,block,1971-1980,1981-1990,0.03340294058251389,0.43607761348049556
s107180,block,1981-1990,1991-2000,0.015776140711195756,0.20186267055744928
s107180,block,1991-2000,2001-2010,0.017728230485387943,0.17330042499839818
